"tmpID","PartiesDescription","ReligionsDescription","LikelyUnionMember","GunOwner","Veteran","supportsAffordableCareAct","supportsGayMarriage","supportsGunControl","supportsTaxesRaise","overallsocialviews","DonatestoConservativeCauses","DonatestoLiberalCauses"
3427,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10942,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4705,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
4570,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
3734,"Republican","Protestant","","Yes","Unknown","","","","","","",""
8175,"Democratic","","","Unknown","Unknown","","","","","","",""
12884,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
9696,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
1952,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13865,"Republican","","","Unknown","Unknown","","","","","","",""
10853,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
12298,"Republican","","","Unknown","Unknown","","","","","","",""
9438,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
13952,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5716,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
22,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
12008,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
3215,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
10890,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6065,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6256,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
949,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7058,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
13498,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3196,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13197,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
5093,"Republican","","Yes","Unknown","Unknown","","","","","","",""
8739,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
10710,"Republican","Protestant","","Yes","Unknown","","","","","","",""
10462,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
2283,"Republican","","","Yes","Unknown","","","","","","",""
10700,"Democratic","","","Unknown","Unknown","","","","","","",""
12499,"Republican","","","Unknown","Unknown","","","","","","",""
6671,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12280,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
7313,"Democratic","","","Unknown","Unknown","","","","","","",""
11475,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
11539,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2555,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3241,"Democratic","","","Unknown","Unknown","","","","","","",""
13694,"Republican","","","Unknown","Unknown","","","","","","",""
14626,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
8330,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
13302,"Republican","Catholic","Yes","Unknown","Unknown","","","","","","",""
12892,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
10724,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
13724,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11325,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
11632,"Democratic","","","Yes","Unknown","","","","","","",""
14988,"Democratic","","","Unknown","Unknown","","","","","","",""
2279,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13327,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1915,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5780,"Republican","","","Unknown","Unknown","","","","","","",""
14131,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
14677,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
6413,"Republican","","","Unknown","Unknown","","","","","","",""
5922,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5552,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5349,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
817,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
14523,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
10144,"Democratic","","","Unknown","Unknown","","","","","","",""
14916,"Democratic","","","Unknown","Unknown","","","","","","",""
3335,"Republican","","","Unknown","Unknown","","","","","","",""
3375,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
8791,"Democratic","","","Yes","Unknown","","","","","","",""
3974,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5754,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10600,"Republican","Jewish","Yes","Yes","Unknown","","","","","","",""
7981,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3044,"Democratic","","","Yes","Yes","","","","","","",""
2162,"Democratic","","","Unknown","Unknown","","","","","","",""
12943,"Democratic","Shinto","","Unknown","Unknown","","","","","","",""
3913,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13356,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
11464,"Democratic","","","Unknown","Unknown","","","","","","",""
1480,"Democratic","","","Unknown","Unknown","","","","","","",""
11098,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
2940,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10265,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11465,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
6193,"Non-Partisan","Islamic","Yes","Unknown","Unknown","","","","","","",""
11740,"Democratic","","","Unknown","Unknown","","","","","","",""
5460,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6926,"Democratic","","","Unknown","Unknown","","","","","","",""
4742,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
2285,"Republican","Protestant","","Unknown","Yes","","","","","","",""
11441,"Republican","Protestant","Yes","Yes","Unknown","","","","","","",""
8120,"Democratic","","","Unknown","Unknown","","","","","","",""
7879,"Democratic","","","Unknown","Unknown","","","","","","",""
7401,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4716,"Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
2051,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
258,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
5038,"Democratic","Jewish","","Yes","Yes","","","","","","",""
4234,"Democratic","","","Unknown","Unknown","","","","","","",""
2628,"Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
10975,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3752,"Democratic","","","Unknown","Unknown","","","","","","",""
11613,"Democratic","","","Yes","Unknown","","","","","","",""
4817,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7286,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3501,"Republican","","","Unknown","Unknown","","","","","","",""
2762,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5293,"Democratic","Protestant","","Unknown","Unknown","","Oppose","","Oppose","","",""
8212,"Republican","","","Unknown","Unknown","","","","","","",""
620,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4013,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
8370,"Democratic","Protestant","","Yes","Yes","","","","","","",""
317,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
9441,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5249,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
3293,"Democratic","Protestant","Yes","Yes","Yes","","","","","","",""
14451,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
9695,"Republican","Protestant","","Unknown","Yes","","","","","","",""
13552,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
8647,"Democratic","","","Unknown","Unknown","","","","","","",""
3442,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5278,"Republican","","","Unknown","Unknown","","","","","","",""
11992,"Republican","","","Unknown","Unknown","","","","","","",""
8035,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3383,"Democratic","","","Unknown","Unknown","","","","","","",""
9355,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
7602,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4357,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
8239,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
719,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
13467,"Democratic","","","Unknown","Yes","","","","","","",""
14162,"Democratic","","","Unknown","Unknown","","","","","","",""
14117,"Democratic","","","Unknown","Unknown","","","","","","",""
9312,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2651,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
37,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
1899,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
10353,"Republican","Catholic","","Yes","Unknown","","","","","","",""
2211,"Republican","","","Yes","Unknown","","","","","","",""
14107,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6158,"Democratic","","","Unknown","Unknown","","","","","","",""
7950,"Non-Partisan","","","Unknown","Yes","","","","","","",""
8494,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
106,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3416,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
9825,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1322,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
10288,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13289,"Republican","Protestant","","Yes","Unknown","","","","","","",""
6453,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
11291,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1194,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
6670,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
618,"Democratic","","","Unknown","Unknown","","","","","","",""
4334,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
7192,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
8990,"Republican","","","Unknown","Unknown","","","","","","",""
614,"Republican","","","Unknown","Unknown","","","","","","",""
536,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
8413,"Democratic","","","Unknown","Unknown","","","","","","",""
14280,"Democratic","Protestant","","Yes","Yes","","","","","","",""
6095,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
11948,"Democratic","","","Unknown","Unknown","","","","","","",""
135,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5911,"Democratic","","","Unknown","Unknown","","","","","","",""
8809,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1615,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
3438,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
8057,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
12403,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3506,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
12889,"Republican","Protestant","Yes","Unknown","Yes","","","","","","",""
8926,"Republican","","","Yes","Unknown","","","","","","",""
5210,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
14597,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3244,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11751,"Republican","Protestant","","Yes","Unknown","","","","","","",""
545,"Republican","Protestant","","Unknown","Unknown","","","","","","Yes",""
6507,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1965,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2761,"Republican","","","Unknown","Unknown","","","","","","",""
10727,"Republican","","Yes","Unknown","Unknown","","","","","","",""
14341,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2685,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12523,"Democratic","","","Unknown","Unknown","","","","","","",""
11862,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
7147,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
14193,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11163,"Republican","","","Unknown","Unknown","","","","","","",""
832,"Non-Partisan","","","Unknown","Unknown","","Oppose","","","Conservative","",""
3826,"Democratic","","","Unknown","Unknown","","","","","","",""
5432,"Democratic","","","Unknown","Unknown","","","","","","",""
8905,"Democratic","Protestant","","Yes","Yes","","","","","","",""
8123,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
12585,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1113,"Democratic","","","Yes","Unknown","","","","","","",""
6205,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
6753,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12605,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
10109,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4170,"Republican","Protestant","","Yes","Unknown","","","","","","",""
9088,"Democratic","Protestant","","Yes","Yes","","","","","","",""
12218,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
13247,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11418,"Democratic","","","Unknown","Unknown","","","","","","",""
5864,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
2816,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
9244,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12245,"Non-Partisan","","","Yes","Unknown","","","","","","",""
8889,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
12355,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
170,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11912,"Republican","Catholic","","Yes","Yes","","","","","","",""
7841,"Republican","","","Unknown","Unknown","","","","","","",""
6127,"Republican","Protestant","","Yes","Yes","","","","","","",""
9346,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
11339,"Republican","","","Unknown","Unknown","","","","","","",""
10362,"Democratic","","","Yes","Unknown","","","","","","",""
5279,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
5055,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
9954,"Non-Partisan","","","Yes","Unknown","","","","","","",""
3356,"Democratic","Christian","","Unknown","Unknown","","","","","","",""
1045,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13303,"Democratic","Jewish","","Yes","Unknown","","","","","","",""
8706,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
12365,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
8955,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4040,"Democratic","","","Yes","Yes","","","","","","",""
1635,"Democratic","","","Unknown","Unknown","","","","","","",""
3629,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
4479,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12340,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
3002,"Democratic","","","Unknown","Unknown","","","","","","",""
14727,"Democratic","","","Unknown","Yes","","","","","","",""
6498,"Democratic","Islamic","","Unknown","Unknown","","","","","","",""
4332,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
3073,"Democratic","","","Unknown","Unknown","","","","","","",""
13166,"Democratic","","","Yes","Unknown","","","","","","",""
1507,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
7153,"Democratic","","","Unknown","Unknown","","","","","","",""
10883,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
13375,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6076,"Republican","","","Unknown","Unknown","","","","","","",""
691,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3368,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3812,"Democratic","","","Unknown","Unknown","","","","","","",""
11498,"Republican","","","Unknown","Unknown","","","","","","",""
12113,"Democratic","","","Unknown","Unknown","","","","","","",""
9262,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
14565,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
7146,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
131,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
11950,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
12699,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
14809,"Republican","Protestant","","Yes","Unknown","","","","","","",""
62,"Democratic","","","Unknown","Unknown","","","","","","",""
5165,"Democratic","Greek Orthodox","","Unknown","Unknown","","","","","","",""
7059,"Republican","","","Unknown","Unknown","","","","","","",""
11497,"Republican","Protestant","","Yes","Unknown","","","","","","",""
9425,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
12304,"Democratic","","Yes","Yes","Unknown","","","","","","",""
1701,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
3527,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2483,"Republican","Catholic","","Yes","Unknown","","","","","","",""
4850,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13179,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
234,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
10801,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
13023,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1151,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2754,"Republican","","","Unknown","Unknown","","","","","","",""
4309,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
5106,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5089,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4960,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
7728,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
3367,"Democratic","","","Unknown","Unknown","","","","","","",""
9228,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10515,"Democratic","","","Unknown","Unknown","","","","","","",""
6157,"Republican","","","Unknown","Unknown","","","","","","",""
1930,"Democratic","Catholic","","Yes","Unknown","","","","","","",""
266,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6271,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7310,"Democratic","Protestant","","Yes","Yes","","","","","","",""
7921,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5643,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
3770,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13115,"Republican","","","Unknown","Unknown","","","","","","",""
12645,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11652,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
1103,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6562,"Democratic","","","Unknown","Unknown","","","","","","",""
10855,"Republican","Protestant","","Yes","Unknown","","","","","","",""
1825,"Democratic","Protestant","Yes","Yes","Unknown","","","","","","",""
7749,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7389,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
687,"Democratic","","","Unknown","Unknown","","","","","","",""
10374,"Republican","Greek Orthodox","","Yes","Unknown","","","","","","",""
10668,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3304,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
9760,"Republican","Protestant","","Yes","Unknown","","","","","","",""
13574,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
8759,"Non-Partisan","Protestant","","Yes","Unknown","","","","","","",""
7563,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
102,"Democratic","","","Unknown","Unknown","","","","","","",""
5406,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6511,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10509,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6465,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
13803,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
10697,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4084,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
13449,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12470,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
5341,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
5454,"Republican","Jewish","","Unknown","Unknown","","","","","","",""
6724,"Democratic","","","Unknown","Unknown","","","","","","",""
5760,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
13203,"Republican","Protestant","","Yes","Unknown","","","","","","",""
7890,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
13022,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
308,"Democratic","Islamic","Yes","Unknown","Unknown","","","","","","",""
1346,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
12842,"Republican","Catholic","","Yes","Unknown","","","","","","",""
2318,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6907,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13837,"Republican","Protestant","","Yes","Unknown","","","","","","",""
3851,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
7396,"Republican","","","Unknown","Unknown","","","","","","",""
6802,"Democratic","","","Unknown","Unknown","","","","","","",""
3476,"Republican","","","Unknown","Unknown","","","","","","",""
12539,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
10790,"Democratic","","Yes","Unknown","Unknown","","","","","","",""
5083,"Republican","","","Unknown","Unknown","","","","","","",""
7725,"Republican","","","Unknown","Unknown","","","","","","",""
13556,"Republican","","","Unknown","Unknown","","","","","","",""
6335,"Democratic","","","Yes","Unknown","","","","","","",""
345,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
12497,"Democratic","","","Unknown","Unknown","","","","","","",""
1763,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12866,"Republican","","Yes","Unknown","Unknown","","","","","","",""
6223,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10134,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6393,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
9904,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11160,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12366,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1185,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11978,"Democratic","","","Unknown","Unknown","","","","","","",""
14554,"Republican","","Yes","Unknown","Unknown","","","","","","",""
10796,"Republican","Catholic","","Yes","Unknown","","","","","","",""
1991,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
947,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7734,"Democratic","","Yes","Yes","Unknown","","","","","","",""
6297,"Republican","Protestant","Yes","Unknown","Yes","","","","","","",""
13738,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2728,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
10309,"Republican","","","Unknown","Unknown","","","","","","",""
7634,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
1773,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3703,"Democratic","","","Unknown","Unknown","","","","","","",""
12753,"Democratic","","","Yes","Yes","","","","","","",""
12286,"Democratic","","","Unknown","Unknown","","","","","","",""
5731,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11332,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
950,"Republican","Catholic","","Unknown","Unknown","","","Oppose","","Conservative","",""
4493,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6129,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
7029,"Republican","Protestant","","Unknown","Yes","","","","","","",""
6653,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
7698,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
11775,"Non-Partisan","Protestant","","Unknown","Unknown","","","","","","",""
8199,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
1125,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6665,"Republican","Catholic","","Unknown","Unknown","","","","","","",""
5836,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2383,"Democratic","","","Unknown","Unknown","","","","","","",""
13141,"Democratic","","","Yes","Unknown","","","","","","",""
10573,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1829,"Republican","","","Unknown","Unknown","","","","","","",""
6999,"Democratic","","","Unknown","Unknown","","","","","","",""
10248,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1374,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1750,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5251,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
3041,"Republican","Protestant","","Unknown","Yes","","","","","","",""
10910,"Republican","","","Yes","Unknown","","","","","","",""
8312,"Democratic","Protestant","","Unknown","Yes","","","","","","",""
13038,"Democratic","Jewish","","Unknown","Unknown","","","","","","",""
2058,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
6383,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
12342,"Democratic","","","Yes","Unknown","","","","","","",""
11097,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
10499,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
3873,"Democratic","","","Unknown","Unknown","","","","","","",""
13413,"Republican","Catholic","","Unknown","Unknown","","","","","","Yes",""
6656,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
14309,"Republican","","","Yes","Unknown","","","","","","",""
2209,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
9623,"Republican","","","Unknown","Unknown","","","","","","",""
1632,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4592,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11866,"Democratic","Protestant","","Unknown","Unknown","Oppose","","","","","",""
14191,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
2882,"Republican","","","Unknown","Unknown","","","","","","",""
763,"Democratic","","","Unknown","Unknown","","","","","","",""
4276,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
14079,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
5532,"Democratic","","Yes","Unknown","Unknown","","","","","","",""
2320,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
601,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
9214,"Democratic","","","Yes","Unknown","","","","","","",""
13210,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
11246,"Republican","","","Yes","Unknown","","","","","","",""
10394,"Democratic","Catholic","","Yes","Yes","","","","","","",""
14784,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13736,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
6794,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
6541,"Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
14479,"Democratic","Christian","","Unknown","Unknown","","","","","","",""
11354,"Democratic","","","Unknown","Unknown","","","","","","",""
7361,"Democratic","","","Unknown","Unknown","","","","","","",""
13092,"Republican","","","Unknown","Unknown","","","","","","",""
7224,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
13625,"Democratic","","","Unknown","Unknown","","","","","","",""
2938,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2055,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
11040,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
4457,"Democratic","Protestant","","Yes","Unknown","","","","","","",""
5628,"Democratic","","","Unknown","Unknown","","","","","","",""
14830,"Democratic","Catholic","","Unknown","Unknown","","","","","","",""
7819,"Republican","Protestant","Yes","Unknown","Unknown","","","","","","",""
4771,"Democratic","","","Unknown","Unknown","","","","","","",""
7019,"Democratic","","","Yes","Yes","","","","","","",""
5475,"Republican","","","Unknown","Unknown","","","","","","",""
7715,"Republican","Protestant","","Unknown","Unknown","","","","","","",""
5045,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
3535,"Non-Partisan","","","Unknown","Unknown","","","","","","",""
1094,"Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1168,"Republican","Protestant","","Yes","Unknown","","","","","","",""
